"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info""";;;;;;;;;;;;;;;;;;time 2;time 1;delay; delay2 ;delay 1;   jitter
"117,""2.109863"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=57121 Ack=438 Win=147 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"118,""2.109978"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 116#1] 52755  >  80 [ACK] Seq=438 Ack=53041 Win=515 Len=0 SLE=57121 SRE=58481""";;;;;;;;;;;;;;;;;;;;;;;
"119,""2.121765"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"120,""2.162138"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=1 Ack=8161 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"121,""2.230069"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"122,""2.236332"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""4134"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"123,""2.236453"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=1 Ack=13601 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"124,""2.236788"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"125,""2.237099"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"126,""2.237144"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=1 Ack=16321 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"127,""2.237426"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"128,""2.275898"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""[TCP Previous segment not captured] Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"129,""2.276016"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52748  >  80 [ACK] Seq=1 Ack=17681 Win=515 Len=0 SLE=19041 SRE=20401""";;;;;;;;;;;;;;;;;;;;;;;
"130,""2.282021"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""2774"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"131,""2.282147"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 129#1] 52748  >  80 [ACK] Seq=1 Ack=17681 Win=515 Len=0 SLE=19041 SRE=23121""";;;;;;;;;;;;;;;;;;;;;;;
"132,""2.282476"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"133,""2.282512"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 129#2] 52748  >  80 [ACK] Seq=1 Ack=17681 Win=515 Len=0 SLE=19041 SRE=24481""";;;;;;;;;;;;;;;;;;;;;;;
"134,""2.282882"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"135,""2.282918"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 129#3] 52748  >  80 [ACK] Seq=1 Ack=17681 Win=515 Len=0 SLE=19041 SRE=25841""";;;;;;;;;;;;;;;;;;;;;;;
"136,""2.283213"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""[TCP Fast Retransmission] Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"137,""2.283262"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=1 Ack=25841 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"144,""2.350093"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"145,""2.350328"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"146,""2.350383"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=1 Ack=28561 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"147,""2.356376"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"148,""2.356376"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""[TCP Previous segment not captured] Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"149,""2.356523"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52748  >  80 [ACK] Seq=1 Ack=29921 Win=515 Len=0 SLE=31281 SRE=32641""";;;;;;;;;;;;;;;;;;;;;;;
"150,""2.356849"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Out-Of-Order] 80  >  52748 [ACK] Seq=29921 Ack=1 Win=147 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"151,""2.356895"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=1 Ack=32641 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"152,""2.357154"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"153,""2.357197"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=1 Ack=34001 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"154,""2.357565"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"155,""2.389716"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"156,""2.389836"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=1 Ack=36721 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"157,""2.395618"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"158,""2.436051"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=1 Ack=38081 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"159,""2.468888"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""[TCP Previous segment not captured] Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"160,""2.469010"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 158#1] 52748  >  80 [ACK] Seq=1 Ack=38081 Win=515 Len=0 SLE=43521 SRE=44881""";;;;;;;;;;;;;;;;;;;;;;;
"161,""2.474813"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"162,""2.474931"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 158#2] 52748  >  80 [ACK] Seq=1 Ack=38081 Win=515 Len=0 SLE=43521 SRE=46241""";;;;;;;;;;;;;;;;;;;;;;;
"163,""2.475398"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1329"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"164,""2.475449"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 158#3] 52748  >  80 [ACK] Seq=1 Ack=38081 Win=515 Len=0 SLE=43521 SRE=47516""";;;;;;;;;;;;;;;;;;;;;;;
"165,""2.475687"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=53041 Ack=438 Win=147 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"166,""2.475755"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=438 Ack=54401 Win=515 Len=0 SLE=57121 SRE=58481""";;;;;;;;;;;;;;;;;;;;;;;
"167,""2.512765"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=54401 Ack=438 Win=147 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"168,""2.512885"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=438 Ack=55761 Win=515 Len=0 SLE=57121 SRE=58481""";;;;;;;;;;;;;;;;;;;;;;;
"169,""2.518751"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=55761 Ack=438 Win=147 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"170,""2.518894"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=438 Ack=58481 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"171,""2.549683"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=58481 Ack=438 Win=147 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"172,""2.555686"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=59841 Ack=438 Win=147 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"173,""2.555763"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=438 Ack=61201 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"174,""2.565747"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52748 [ACK] Seq=38081 Ack=1 Win=147 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"175,""2.565863"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52748  >  80 [ACK] Seq=1 Ack=39441 Win=515 Len=0 SLE=43521 SRE=47516""";;;;;;;;;;;;;;;;;;;;;;;
"176,""2.629780"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=61201 Ack=438 Win=147 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"177,""2.629935"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=62561 Ack=438 Win=147 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"178,""2.629989"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=438 Ack=63921 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"179,""2.635849"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=63921 Ack=438 Win=147 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"180,""2.635849"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1331"",""80  >  52755 [PSH, ACK] Seq=65281 Ack=438 Win=147 Len=1277 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"181,""2.635984"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=438 Ack=66558 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"182,""2.636320"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52748 [ACK] Seq=39441 Ack=1 Win=147 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"183,""2.636366"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52748  >  80 [ACK] Seq=1 Ack=40801 Win=515 Len=0 SLE=43521 SRE=47516""";;;;;;;;;;;;;;;;;;;;;;;
"184,""2.636737"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52748 [ACK] Seq=40801 Ack=1 Win=147 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"185,""2.636790"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52748  >  80 [ACK] Seq=1 Ack=42161 Win=515 Len=0 SLE=43521 SRE=47516""";;;;;;;;;;;;;;;;;;;;;;;
"186,""2.675711"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52748 [ACK] Seq=42161 Ack=1 Win=147 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"187,""2.675860"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=1 Ack=47516 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"188,""2.677365"",""192.168.43.22"",""192.229.232.240"",""HTTP"",""491"",""GET /filestreamingservice/files/4e6356d9-c60d-444b-bf25-60a1b6fce4a6?P1=1602184095&P2=402&P3=2&P4=igOKERQ8NS2eqL4M79k%2bS7em8HkdWuvb5WfomKqVxuMmqJ4NqA15LDRKKMjm6CjHdBOZOxwASQrneO0EAiZZMA%3d%3d HTTP/1.1 """;;;;;;;;;;;;;;;;;;;;;;;
"189,""2.750229"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=47516 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"190,""2.750502"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52748 [ACK] Seq=50236 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"191,""2.750570"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52748  >  80 [ACK] Seq=438 Ack=48876 Win=515 Len=0 SLE=50236 SRE=51596""";;;;;;;;;;;;;;;;;;;;;;;
"192,""2.756370"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52748 [ACK] Seq=51596 Ack=438 Win=149 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"193,""2.756498"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 191#1] 52748  >  80 [ACK] Seq=438 Ack=48876 Win=515 Len=0 SLE=50236 SRE=54316""";;;;;;;;;;;;;;;;;;;;;;;
"194,""2.756773"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Out-Of-Order] 80  >  52748 [ACK] Seq=48876 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"195,""2.756903"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=438 Ack=54316 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"196,""2.757198"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""[TCP Spurious Retransmission] Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"197,""2.757243"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 60#1] 52747  >  80 [ACK] Seq=1 Ack=28561 Win=515 Len=0 SLE=25841 SRE=27201""";;;;;;;;;;;;;;;;;;;;;;;
"198,""2.789686"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52748 [ACK] Seq=55676 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"199,""2.789802"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 195#1] 52748  >  80 [ACK] Seq=438 Ack=54316 Win=515 Len=0 SLE=55676 SRE=57036""";;;;;;;;;;;;;;;;;;;;;;;
"200,""2.790087"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Out-Of-Order] 80  >  52748 [ACK] Seq=54316 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"201,""2.790140"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=438 Ack=57036 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"202,""2.801837"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52748 [ACK] Seq=57036 Ack=438 Win=149 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"203,""2.801964"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=438 Ack=59756 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"204,""2.802214"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=59756 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"205,""2.802523"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=61116 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"206,""2.802569"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=438 Ack=62476 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"207,""2.802830"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""[TCP Previous segment not captured] Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"208,""2.802882"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 60#2] 52747  >  80 [ACK] Seq=1 Ack=28561 Win=515 Len=0 SLE=29921 SRE=31281""";;;;;;;;;;;;;;;;;;;;;;;
"209,""2.829665"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=62476 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"210,""2.829849"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=63836 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"211,""2.829914"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=438 Ack=65196 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"212,""2.845653"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=65196 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"213,""2.851653"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52747 [ACK] Seq=28561 Ack=1 Win=154 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"214,""2.851782"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=1 Ack=31281 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"215,""2.869571"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52748 [ACK] Seq=70636 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"216,""2.869692"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52748  >  80 [ACK] Seq=438 Ack=66556 Win=515 Len=0 SLE=70636 SRE=71996""";;;;;;;;;;;;;;;;;;;;;;;
"217,""2.870053"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=71996 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"218,""2.870100"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 216#1] 52748  >  80 [ACK] Seq=438 Ack=66556 Win=515 Len=0 SLE=70636 SRE=73356""";;;;;;;;;;;;;;;;;;;;;;;
"219,""2.910448"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=73356 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"220,""2.910548"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 216#2] 52748  >  80 [ACK] Seq=438 Ack=66556 Win=515 Len=0 SLE=70636 SRE=74716""";;;;;;;;;;;;;;;;;;;;;;;
"221,""2.916492"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=74716 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"222,""2.916591"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 216#3] 52748  >  80 [ACK] Seq=438 Ack=66556 Win=515 Len=0 SLE=70636 SRE=76076""";;;;;;;;;;;;;;;;;;;;;;;
"223,""2.916871"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=76076 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"224,""2.916897"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 216#4] 52748  >  80 [ACK] Seq=438 Ack=66556 Win=515 Len=0 SLE=70636 SRE=77436""";;;;;;;;;;;;;;;;;;;;;;;
"225,""2.989734"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52748 [ACK] Seq=67916 Ack=438 Win=149 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"226,""2.989859"",""192.168.43.22"",""192.229.232.240"",""TCP"",""74"",""[TCP Dup ACK 216#5] 52748  >  80 [ACK] Seq=438 Ack=66556 Win=515 Len=0 SLE=67916 SRE=69276 SLE=70636 SRE=77436""";;;;;;;;;;;;;;;;;;;;;;;
"227,""3.001679"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=77436 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"228,""3.001791"",""192.168.43.22"",""192.229.232.240"",""TCP"",""74"",""[TCP Dup ACK 216#6] 52748  >  80 [ACK] Seq=438 Ack=66556 Win=515 Len=0 SLE=70636 SRE=78796 SLE=67916 SRE=69276""";;;;;;;;;;;;;;;;;;;;;;;
"229,""3.002069"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Out-Of-Order] 80  >  52748 [ACK] Seq=69276 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"230,""3.002109"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 216#7] 52748  >  80 [ACK] Seq=438 Ack=66556 Win=515 Len=0 SLE=67916 SRE=78796""";;;;;;;;;;;;;;;;;;;;;;;
"231,""3.009532"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""[TCP Spurious Retransmission] Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"232,""3.009593"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 16#1] [TCP ACKed unseen segment] 52746  >  80 [ACK] Seq=1 Ack=9521 Win=515 Len=0 SLE=2721 SRE=4081""";;;;;;;;;;;;;;;;;;;;;;;
"233,""3.063722"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=78796 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"234,""3.063837"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 216#8] 52748  >  80 [ACK] Seq=438 Ack=66556 Win=515 Len=0 SLE=67916 SRE=80156""";;;;;;;;;;;;;;;;;;;;;;;
"235,""3.064178"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=80156 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"236,""3.064214"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 216#9] 52748  >  80 [ACK] Seq=438 Ack=66556 Win=515 Len=0 SLE=67916 SRE=81516""";;;;;;;;;;;;;;;;;;;;;;;
"237,""3.064690"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""[TCP Previous segment not captured] Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"238,""3.075703"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"239,""3.075817"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""[TCP ACKed unseen segment] 52746  >  80 [ACK] Seq=1 Ack=12241 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"240,""3.076109"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=81516 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"241,""3.076157"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 216#10] 52748  >  80 [ACK] Seq=438 Ack=66556 Win=515 Len=0 SLE=67916 SRE=82876""";;;;;;;;;;;;;;;;;;;;;;;
"242,""3.109953"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52748 [ACK] Seq=66556 Ack=438 Win=149 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"243,""3.110096"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=438 Ack=82876 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"244,""3.110436"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=82876 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"245,""3.116000"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=84236 Ack=438 Win=149 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"246,""3.116187"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=438 Ack=85596 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"247,""3.116621"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"248,""3.116814"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"249,""3.116872"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1 Ack=14961 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
